trade_id,trade_id_type,trade_version,product_type,currency,option_type,notional,trade_date,strike,expiry_date,maturity_date,counterparty_id,expiry_tenor,maturity_tenor,ifrs13_level,Day1_Pnl
HACKTRD0009,HackTradeID,4,IR Swaption,USD,Receiver,18900000,2024-01-12,0.77,2027-11-09,2029-09-17,CPTY8629,5,15,Level 2,No
HACKTRD0558,HackTradeID,2,IR Swaption,USD,Receiver,38300000,2023-12-25,1.33,2025-08-23,2029-04-03,CPTY5595,3,15,Level 2,No
HACKTRD0395,HackTradeID,2,IR Swaption,USD,Receiver,58400000,2024-02-01,2.54,2027-07-30,2051-12-05,CPTY7342,5,30,Level 3,No
HACKTRD0215,HackTradeID,4,IR Swaption,USD,Payer,23900000,2023-10-31,2.17,2028-04-08,2048-04-22,CPTY6475,3,15,Level 3,Yes
HACKTRD0868,HackTradeID,2,IR Swaption,JPY,Payer,30900000,2023-09-02,2.23,2027-04-01,2030-11-28,CPTY5476,5,20,Level 3,No
HACKTRD0097,HackTradeID,3,IR Swaption,USD,Receiver,4900000,2024-05-31,0.78,2028-08-30,2041-08-12,CPTY3193,2,20,Level 3,No
HACKTRD0458,HackTradeID,1,IR Swaption,JPY,Payer,17400000,2024-09-26,2.0,2024-09-13,2041-12-06,CPTY7046,3,15,Level 3,Yes
HACKTRD0395,HackTradeID,1,IR Swaption,USD,Receiver,92000000,2025-03-22,3.89,2028-05-14,2045-09-20,CPTY4839,5,20,Level 3,Yes
HACKTRD0050,HackTradeID,3,IR Swaption,JPY,Payer,71300000,2023-10-12,0.91,2027-01-03,2037-10-28,CPTY1717,2,30,Level 3,No
HACKTRD0772,HackTradeID,4,IR Swaption,USD,Payer,79300000,2023-11-24,2.4,2029-01-13,2044-12-31,CPTY6255,5,5,Level 3,Yes
HACKTRD0505,HackTradeID,2,IR Swaption,USD,Receiver,96100000,2025-04-15,0.82,2029-12-15,2054-06-24,CPTY7094,3,30,Level 3,No
HACKTRD0252,HackTradeID,3,IR Swaption,USD,Payer,58300000,2025-04-23,0.74,2029-09-25,2055-04-16,CPTY8426,5,30,Level 3,No
HACKTRD0318,HackTradeID,3,IR Swaption,USD,Payer,91300000,2024-02-03,1.09,2029-01-22,2051-08-25,CPTY1182,2,30,Level 3,No
HACKTRD0669,HackTradeID,3,IR Swaption,USD,Payer,44600000,2025-01-26,4.65,2027-11-24,2037-06-21,CPTY7100,3,10,Level 3,Yes
HACKTRD0599,HackTradeID,4,IR Swaption,EUR,Receiver,17400000,2024-01-16,3.85,2025-06-23,2041-05-10,CPTY7068,5,15,Level 3,Yes
HACKTRD0293,HackTradeID,4,IR Swaption,EUR,Receiver,2400000,2024-05-24,3.3,2025-05-08,2044-01-26,CPTY9915,3,5,Level 3,Yes
HACKTRD0959,HackTradeID,1,IR Swaption,GBP,Receiver,9800000,2025-01-14,1.75,2025-03-17,2043-06-19,CPTY1639,2,30,Level 2,Yes
HACKTRD0813,HackTradeID,1,IR Swaption,GBP,Receiver,93500000,2023-12-05,1.53,2026-12-20,2053-02-04,CPTY2184,2,20,Level 3,No
HACKTRD0569,HackTradeID,1,IR Swaption,USD,Receiver,31200000,2025-01-28,2.31,2027-12-23,2054-05-07,CPTY4893,3,5,Level 3,No
HACKTRD0454,HackTradeID,3,IR Swaption,USD,Receiver,50300000,2025-02-14,2.07,2029-09-10,2047-02-02,CPTY6310,3,30,Level 3,Yes
HACKTRD0932,HackTradeID,2,IR Swaption,USD,Receiver,27400000,2024-07-29,3.16,2026-06-07,2052-08-16,CPTY6360,5,30,Level 3,No
HACKTRD0037,HackTradeID,1,IR Swaption,USD,Payer,64800000,2025-01-03,1.68,2029-08-14,2045-12-14,CPTY9815,2,20,Level 3,No
HACKTRD0240,HackTradeID,3,IR Swaption,USD,Receiver,55500000,2025-02-22,0.82,2029-10-01,2051-04-09,CPTY3096,2,5,Level 3,No
HACKTRD0601,HackTradeID,1,IR Swaption,USD,Payer,40500000,2024-08-07,2.66,2028-09-06,2043-09-09,CPTY5988,2,5,Level 3,No
HACKTRD0841,HackTradeID,4,IR Swaption,USD,Receiver,78000000,2024-09-29,4.39,2029-07-05,2054-08-05,CPTY4225,5,10,Level 3,Yes
HACKTRD0096,HackTradeID,1,IR Swaption,USD,Payer,35900000,2024-08-08,2.09,2025-06-27,2031-07-03,CPTY8241,2,10,Level 3,No
HACKTRD0509,HackTradeID,1,IR Swaption,USD,Receiver,69000000,2025-04-24,0.81,2029-05-22,2033-01-10,CPTY6085,2,15,Level 2,No
HACKTRD0332,HackTradeID,3,IR Swaption,USD,Payer,93500000,2024-05-25,1.63,2028-05-31,2048-10-26,CPTY6445,5,10,Level 3,No
HACKTRD0974,HackTradeID,3,IR Swaption,USD,Receiver,82100000,2024-02-12,1.89,2027-12-25,2031-01-07,CPTY2101,2,15,Level 3,No
HACKTRD0684,HackTradeID,3,IR Swaption,JPY,Receiver,60900000,2023-08-05,3.57,2027-05-08,2053-05-28,CPTY6776,3,30,Level 3,Yes
HACKTRD0348,HackTradeID,2,IR Swaption,USD,Receiver,69200000,2025-01-16,0.8,2027-04-07,2032-02-05,CPTY8758,5,5,Level 3,No
HACKTRD0544,HackTradeID,1,IR Swaption,USD,Receiver,7800000,2024-10-19,2.1,2028-10-08,2042-05-18,CPTY9835,5,30,Level 3,No
HACKTRD0055,HackTradeID,3,IR Swaption,USD,Receiver,29200000,2024-06-22,0.79,2030-02-17,2038-01-22,CPTY7617,2,30,Level 3,No
HACKTRD0754,HackTradeID,1,IR Swaption,USD,Receiver,29800000,2023-06-08,3.01,2025-06-16,2031-09-19,CPTY6275,5,10,Level 2,No
HACKTRD0626,HackTradeID,3,IR Swaption,USD,Payer,1500000,2024-01-17,2.61,2027-05-18,2039-10-05,CPTY9975,5,20,Level 3,No
HACKTRD0764,HackTradeID,4,IR Swaption,USD,Receiver,54100000,2025-02-09,2.22,2025-03-23,2039-10-20,CPTY7543,1,20,Level 3,No
HACKTRD0164,HackTradeID,2,IR Swaption,USD,Payer,94200000,2025-02-26,2.04,2029-05-22,2043-04-14,CPTY2150,2,30,Level 2,No
HACKTRD0474,HackTradeID,4,IR Swaption,USD,Receiver,77700000,2025-01-20,2.61,2026-12-28,2048-02-25,CPTY7534,1,20,Level 3,Yes
HACKTRD0938,HackTradeID,2,IR Swaption,GBP,Payer,24700000,2023-11-08,3.41,2026-01-01,2033-02-06,CPTY8853,2,30,Level 3,No
HACKTRD0391,HackTradeID,2,IR Swaption,USD,Receiver,58800000,2024-04-18,2.44,2027-02-12,2028-06-05,CPTY2548,3,15,Level 3,Yes
HACKTRD0482,HackTradeID,1,IR Swaption,USD,Payer,93700000,2023-10-19,0.89,2024-10-09,2036-08-31,CPTY4607,5,15,Level 3,No
HACKTRD0810,HackTradeID,3,IR Swaption,USD,Receiver,83000000,2024-02-12,4.61,2027-01-15,2049-03-20,CPTY5942,5,10,Level 3,Yes
HACKTRD0090,HackTradeID,4,IR Swaption,USD,Payer,76600000,2025-05-04,0.67,2030-03-05,2050-09-11,CPTY2908,2,10,Level 3,No
HACKTRD0281,HackTradeID,4,IR Swaption,USD,Payer,37800000,2023-12-23,4.48,2025-08-18,2034-08-05,CPTY2521,2,20,Level 2,No
HACKTRD0060,HackTradeID,3,IR Swaption,USD,Receiver,76100000,2024-03-09,2.99,2028-07-20,2054-11-11,CPTY1580,3,30,Level 3,Yes
HACKTRD0622,HackTradeID,1,IR Swaption,USD,Payer,18200000,2023-12-20,2.62,2027-12-26,2054-11-25,CPTY1067,2,10,Level 3,No
HACKTRD0748,HackTradeID,4,IR Swaption,EUR,Receiver,56100000,2023-09-24,1.58,2026-01-01,2030-08-05,CPTY5086,5,30,Level 3,No
HACKTRD0266,HackTradeID,1,IR Swaption,USD,Receiver,74400000,2023-06-23,2.16,2027-02-26,2036-03-18,CPTY6189,3,20,Level 2,No
HACKTRD0701,HackTradeID,4,IR Swaption,GBP,Receiver,45800000,2024-08-08,2.91,2029-11-14,2055-04-25,CPTY3875,3,30,Level 3,No
HACKTRD0570,HackTradeID,4,IR Swaption,GBP,Receiver,28700000,2025-05-03,4.25,2029-08-25,2050-04-21,CPTY4252,5,20,Level 3,No
HACKTRD0915,HackTradeID,2,IR Swaption,USD,Receiver,29700000,2024-08-18,3.76,2029-03-06,2051-08-27,CPTY8853,5,30,Level 3,Yes
HACKTRD0582,HackTradeID,2,IR Swaption,USD,Receiver,51700000,2024-05-31,2.56,2029-05-16,2045-07-17,CPTY4792,5,30,Level 3,No
HACKTRD0971,HackTradeID,2,IR Swaption,USD,Receiver,69400000,2024-05-27,1.76,2025-08-20,2052-03-18,CPTY3970,2,30,Level 3,No
HACKTRD0950,HackTradeID,3,IR Swaption,USD,Payer,64500000,2023-07-31,2.37,2028-05-24,2053-05-04,CPTY4945,5,15,Level 3,No
HACKTRD0366,HackTradeID,2,IR Swaption,USD,Payer,99100000,2024-11-30,3.35,2028-01-18,2052-01-22,CPTY9714,2,20,Level 3,No
HACKTRD0039,HackTradeID,4,IR Swaption,USD,Payer,48700000,2023-09-08,0.52,2029-03-16,2028-09-12,CPTY7736,5,20,Level 3,No
HACKTRD0066,HackTradeID,1,IR Swaption,USD,Receiver,89700000,2023-12-01,0.69,2026-05-08,2041-07-25,CPTY4974,2,30,Level 3,No
HACKTRD0938,HackTradeID,2,IR Swaption,GBP,Receiver,2600000,2024-07-10,3.9,2029-05-30,2051-11-03,CPTY9186,3,20,Level 2,Yes
HACKTRD0770,HackTradeID,4,IR Swaption,JPY,Payer,6100000,2025-04-20,3.19,2029-02-09,2050-02-01,CPTY7120,3,15,Level 3,Yes
HACKTRD0160,HackTradeID,3,IR Swaption,USD,Receiver,3600000,2024-06-25,0.7,2026-12-08,2038-02-05,CPTY6415,5,10,Level 2,No
HACKTRD0141,HackTradeID,2,IR Swaption,USD,Receiver,81800000,2024-11-09,0.69,2024-11-30,2040-02-04,CPTY5227,3,5,Level 3,No
HACKTRD0805,HackTradeID,2,IR Swaption,USD,Payer,30900000,2025-04-05,2.02,2029-09-18,2051-05-21,CPTY8246,5,20,Level 3,No
HACKTRD0200,HackTradeID,1,IR Swaption,USD,Receiver,85100000,2024-04-29,1.16,2027-10-20,2028-06-21,CPTY4735,2,15,Level 3,No
HACKTRD0889,HackTradeID,2,IR Swaption,JPY,Payer,76200000,2024-09-11,2.51,2029-01-14,2031-12-06,CPTY4676,3,15,Level 3,No
HACKTRD0798,HackTradeID,2,IR Swaption,EUR,Receiver,66900000,2024-05-20,3.51,2025-11-15,2051-09-09,CPTY3398,5,20,Level 3,No
HACKTRD0511,HackTradeID,1,IR Swaption,USD,Receiver,93400000,2023-12-27,1.97,2027-02-21,2055-04-27,CPTY4211,5,30,Level 3,Yes
HACKTRD0092,HackTradeID,2,IR Swaption,USD,Payer,14600000,2024-05-23,1.37,2029-06-08,2043-09-14,CPTY3593,3,15,Level 3,No
HACKTRD0896,HackTradeID,3,IR Swaption,USD,Payer,30200000,2024-03-01,1.81,2027-01-03,2046-03-31,CPTY2128,2,10,Level 3,No
HACKTRD0609,HackTradeID,2,IR Swaption,USD,Payer,31100000,2024-07-19,1.4,2026-03-29,2033-03-17,CPTY3606,5,15,Level 3,No
HACKTRD0093,HackTradeID,1,IR Swaption,USD,Payer,34400000,2024-08-18,1.74,2028-02-22,2028-06-16,CPTY1851,5,15,Level 2,No
HACKTRD0959,HackTradeID,1,IR Swaption,EUR,Receiver,58700000,2023-07-31,4.09,2025-06-14,2040-12-16,CPTY7713,3,30,Level 3,No
HACKTRD0611,HackTradeID,2,IR Swaption,USD,Receiver,81500000,2024-02-25,3.28,2029-09-19,2034-04-28,CPTY1726,5,15,Level 3,No
HACKTRD0793,HackTradeID,1,IR Swaption,USD,Receiver,16500000,2025-04-14,3.08,2029-08-17,2043-04-10,CPTY2366,5,20,Level 3,No
HACKTRD0734,HackTradeID,4,IR Swaption,USD,Receiver,40200000,2024-06-21,2.7,2028-05-20,2048-04-14,CPTY7782,5,20,Level 3,Yes
HACKTRD0504,HackTradeID,2,IR Swaption,USD,Payer,23400000,2025-01-21,1.77,2026-11-12,2044-02-27,CPTY3451,2,10,Level 3,Yes
HACKTRD0905,HackTradeID,3,IR Swaption,JPY,Payer,6600000,2024-05-08,2.73,2027-05-17,2029-05-09,CPTY1924,2,10,Level 3,Yes
HACKTRD0147,HackTradeID,3,IR Swaption,USD,Receiver,68000000,2024-07-14,2.03,2027-11-11,2032-04-20,CPTY6541,2,20,Level 3,No
HACKTRD0060,HackTradeID,1,IR Swaption,USD,Payer,62500000,2024-11-20,1.34,2030-03-18,2029-01-23,CPTY4627,2,15,Level 3,No
HACKTRD0388,HackTradeID,4,IR Swaption,USD,Payer,41000000,2025-02-20,3.95,2026-07-20,2045-02-28,CPTY8358,2,15,Level 3,No
HACKTRD0877,HackTradeID,2,IR Swaption,JPY,Receiver,94100000,2024-01-30,3.15,2029-05-22,2039-10-27,CPTY9216,3,10,Level 3,No
HACKTRD0088,HackTradeID,1,IR Swaption,USD,Receiver,66200000,2023-12-14,1.64,2026-12-19,2053-10-18,CPTY5227,1,30,Level 3,No
HACKTRD0090,HackTradeID,4,IR Swaption,JPY,Payer,76200000,2025-02-14,3.4,2028-11-28,2037-12-24,CPTY1966,5,5,Level 3,No
HACKTRD0615,HackTradeID,3,IR Swaption,USD,Receiver,13200000,2024-11-08,1.79,2027-07-25,2029-11-17,CPTY9397,3,20,Level 2,No
HACKTRD0748,HackTradeID,3,IR Swaption,JPY,Payer,32900000,2023-11-26,2.49,2025-11-16,2040-07-18,CPTY2647,3,30,Level 2,No
HACKTRD0816,HackTradeID,1,IR Swaption,USD,Receiver,31600000,2024-10-26,3.33,2028-01-28,2055-02-09,CPTY6068,3,20,Level 3,Yes
HACKTRD0034,HackTradeID,2,IR Swaption,USD,Receiver,47500000,2024-12-14,1.03,2029-07-13,2041-04-14,CPTY6699,2,5,Level 3,No
HACKTRD0052,HackTradeID,2,IR Swaption,USD,Payer,12100000,2024-11-25,2.14,2028-01-21,2050-07-02,CPTY7619,1,5,Level 2,No
HACKTRD0977,HackTradeID,4,IR Swaption,EUR,Payer,13700000,2024-11-25,4.05,2028-11-25,2053-11-05,CPTY8339,3,5,Level 3,No
HACKTRD0409,HackTradeID,1,IR Swaption,USD,Receiver,96700000,2024-04-29,1.03,2024-07-10,2028-09-03,CPTY4276,2,15,Level 2,No
HACKTRD0556,HackTradeID,4,IR Swaption,USD,Receiver,10000000,2023-12-25,1.41,2025-05-14,2032-03-30,CPTY8263,2,20,Level 3,No
HACKTRD0846,HackTradeID,2,IR Swaption,USD,Receiver,31600000,2023-07-22,3.33,2027-06-21,2045-02-06,CPTY6204,1,5,Level 3,Yes
HACKTRD0156,HackTradeID,1,IR Swaption,USD,Payer,14100000,2023-11-13,0.54,2028-11-09,2028-07-26,CPTY8979,2,15,Level 2,No
HACKTRD0450,HackTradeID,2,IR Swaption,USD,Payer,54400000,2023-11-05,1.45,2029-06-29,2046-06-17,CPTY9578,5,20,Level 3,No
HACKTRD0670,HackTradeID,4,IR Swaption,EUR,Payer,96800000,2024-12-18,3.21,2026-11-14,2030-02-28,CPTY3765,3,20,Level 2,No
HACKTRD0980,HackTradeID,4,IR Swaption,EUR,Receiver,67000000,2025-03-26,2.09,2029-06-22,2052-09-24,CPTY6171,3,30,Level 2,No
HACKTRD0766,HackTradeID,4,IR Swaption,USD,Receiver,3500000,2025-02-07,1.65,2028-02-27,2034-11-08,CPTY6308,3,30,Level 2,No
HACKTRD0457,HackTradeID,3,IR Swaption,USD,Receiver,58500000,2024-04-16,1.65,2030-03-01,2031-01-10,CPTY2054,5,15,Level 3,Yes
HACKTRD0462,HackTradeID,2,IR Swaption,USD,Receiver,8200000,2024-02-07,1.31,2025-03-27,2054-11-17,CPTY6939,3,20,Level 3,No
HACKTRD0342,HackTradeID,4,IR Swaption,USD,Payer,57300000,2024-07-03,1.66,2026-09-26,2035-12-20,CPTY1630,3,15,Level 2,No
HACKTRD0257,HackTradeID,3,IR Swaption,USD,Receiver,43600000,2023-12-29,1.2,2027-06-15,2032-05-27,CPTY2667,3,20,Level 3,No
HACKTRD0231,HackTradeID,1,IR Swaption,USD,Payer,79300000,2023-08-01,1.37,2027-05-05,2045-09-11,CPTY6468,1,10,Level 3,No
HACKTRD0270,HackTradeID,1,IR Swaption,USD,Payer,75900000,2025-04-11,1.4,2028-07-30,2029-01-25,CPTY8906,5,15,Level 2,No
HACKTRD0210,HackTradeID,1,IR Swaption,USD,Receiver,38100000,2024-11-09,1.82,2028-08-27,2055-01-14,CPTY3983,1,30,Level 3,No
HACKTRD0246,HackTradeID,3,IR Swaption,USD,Payer,79000000,2023-12-08,0.6,2026-04-19,2036-04-17,CPTY1614,5,30,Level 2,No
HACKTRD0639,HackTradeID,3,IR Swaption,USD,Receiver,91400000,2024-09-02,2.1,2027-06-13,2050-07-11,CPTY9326,2,5,Level 3,No
HACKTRD0394,HackTradeID,1,IR Swaption,EUR,Receiver,71200000,2023-08-20,2.48,2027-04-07,2048-07-15,CPTY4580,2,10,Level 3,No
HACKTRD0007,HackTradeID,1,IR Swaption,USD,Payer,26500000,2025-05-04,1.15,2027-08-06,2031-09-09,CPTY9322,2,20,Level 3,No
HACKTRD0297,HackTradeID,3,IR Swaption,USD,Receiver,28800000,2024-03-26,0.74,2027-10-07,2042-11-30,CPTY6797,2,5,Level 3,No
HACKTRD0352,HackTradeID,4,IR Swaption,USD,Payer,96400000,2025-04-04,1.11,2028-07-03,2054-06-07,CPTY4818,3,30,Level 3,No
HACKTRD0257,HackTradeID,3,IR Swaption,EUR,Payer,65200000,2023-07-16,0.95,2026-07-19,2051-02-28,CPTY2521,2,15,Level 3,No
HACKTRD0826,HackTradeID,3,IR Swaption,USD,Payer,67400000,2024-07-19,2.42,2028-06-16,2028-11-13,CPTY2581,2,5,Level 2,No
HACKTRD0371,HackTradeID,2,IR Swaption,USD,Payer,19900000,2023-11-30,2.82,2028-08-17,2050-05-02,CPTY4808,2,5,Level 3,No
HACKTRD0504,HackTradeID,1,IR Swaption,EUR,Receiver,10300000,2024-11-03,1.77,2027-07-20,2053-07-19,CPTY1726,3,20,Level 3,Yes
HACKTRD0132,HackTradeID,1,IR Swaption,USD,Payer,19700000,2024-01-16,0.55,2025-09-10,2029-05-19,CPTY3193,2,15,Level 3,No
HACKTRD0282,HackTradeID,4,IR Swaption,USD,Receiver,46000000,2024-01-07,1.27,2029-01-12,2030-05-25,CPTY2938,5,10,Level 3,No
HACKTRD0156,HackTradeID,4,IR Swaption,USD,Payer,87400000,2024-02-04,2.68,2029-01-25,2055-04-10,CPTY2521,2,30,Level 3,No
HACKTRD0165,HackTradeID,4,IR Swaption,EUR,Receiver,47900000,2023-07-08,1.49,2026-05-10,2045-09-18,CPTY1094,1,20,Level 3,No
HACKTRD0570,HackTradeID,4,IR Swaption,JPY,Payer,86200000,2025-04-11,4.18,2028-08-21,2055-03-27,CPTY4871,3,15,Level 3,No
HACKTRD0073,HackTradeID,1,IR Swaption,USD,Payer,89800000,2024-01-26,1.12,2029-06-07,2034-10-13,CPTY2986,2,20,Level 3,No
HACKTRD0585,HackTradeID,3,IR Swaption,USD,Receiver,1300000,2023-08-09,0.68,2029-08-06,2031-02-18,CPTY7711,3,15,Level 3,No
HACKTRD0710,HackTradeID,4,IR Swaption,GBP,Receiver,95700000,2024-06-16,3.48,2026-12-19,2048-03-09,CPTY4606,3,30,Level 3,No
HACKTRD0004,HackTradeID,1,IR Swaption,USD,Payer,99300000,2024-05-25,0.87,2028-08-16,2048-09-02,CPTY6311,2,30,Level 3,No
HACKTRD0002,HackTradeID,1,IR Swaption,USD,Payer,68400000,2024-02-29,0.73,2025-10-31,2041-12-14,CPTY9666,5,20,Level 2,No
HACKTRD0016,HackTradeID,1,IR Swaption,USD,Payer,69300000,2024-01-13,1.6,2025-09-01,2029-05-21,CPTY4157,2,15,Level 2,No
HACKTRD0048,HackTradeID,4,IR Swaption,USD,Receiver,88100000,2024-02-18,1.62,2025-06-29,2028-09-29,CPTY1784,2,10,Level 3,No
HACKTRD0697,HackTradeID,4,IR Swaption,USD,Receiver,16100000,2024-06-23,1.44,2027-05-23,2037-03-20,CPTY7782,2,10,Level 3,No
HACKTRD0932,HackTradeID,2,IR Swaption,USD,Receiver,1700000,2025-02-07,3.93,2025-11-27,2037-08-14,CPTY6360,1,20,Level 3,Yes
HACKTRD0614,HackTradeID,1,IR Swaption,EUR,Receiver,70300000,2024-10-01,2.66,2029-05-10,2037-03-24,CPTY6929,3,15,Level 3,No
HACKTRD0749,HackTradeID,1,IR Swaption,USD,Receiver,4600000,2024-10-10,3.81,2027-05-29,2041-01-11,CPTY3135,5,20,Level 3,Yes
HACKTRD0149,HackTradeID,2,IR Swaption,USD,Receiver,37100000,2024-09-16,2.16,2027-10-02,2029-03-26,CPTY5227,3,15,Level 3,No
HACKTRD0283,HackTradeID,2,IR Swaption,USD,Payer,93200000,2024-11-15,3.35,2027-06-07,2033-09-29,CPTY5435,5,15,Level 3,Yes
HACKTRD0312,HackTradeID,3,IR Swaption,USD,Payer,36100000,2024-03-04,0.75,2025-01-05,2036-12-01,CPTY9754,2,15,Level 2,No
HACKTRD0550,HackTradeID,1,IR Swaption,GBP,Payer,87100000,2023-12-14,1.31,2026-06-19,2051-07-27,CPTY4554,1,30,Level 3,Yes
HACKTRD0662,HackTradeID,4,IR Swaption,JPY,Receiver,73400000,2025-03-05,1.25,2029-03-13,2034-12-21,CPTY7524,5,10,Level 3,No
HACKTRD0509,HackTradeID,4,IR Swaption,USD,Receiver,99300000,2023-10-08,3.98,2028-09-25,2028-07-31,CPTY8462,3,15,Level 2,No
HACKTRD0619,HackTradeID,1,IR Swaption,USD,Receiver,13400000,2024-10-10,4.15,2028-10-20,2032-02-09,CPTY9399,5,15,Level 3,No
HACKTRD0544,HackTradeID,1,IR Swaption,JPY,Receiver,55500000,2024-01-18,1.57,2027-07-25,2049-11-26,CPTY1517,2,30,Level 3,No
HACKTRD0736,HackTradeID,3,IR Swaption,USD,Receiver,51900000,2025-01-25,3.86,2028-08-24,2050-03-16,CPTY3594,3,30,Level 3,No
HACKTRD0751,HackTradeID,1,IR Swaption,USD,Receiver,73900000,2025-01-17,0.59,2028-04-01,2051-01-09,CPTY3364,1,15,Level 3,No
HACKTRD0095,HackTradeID,3,IR Swaption,USD,Payer,7700000,2024-01-12,1.33,2029-10-20,2037-05-09,CPTY1717,2,5,Level 3,No
HACKTRD0062,HackTradeID,4,IR Swaption,USD,Receiver,42800000,2023-10-12,0.96,2025-11-04,2053-05-10,CPTY5186,3,30,Level 3,No
HACKTRD0489,HackTradeID,4,IR Swaption,USD,Payer,9600000,2024-10-04,0.76,2029-05-08,2044-08-19,CPTY9754,2,30,Level 3,No
HACKTRD0379,HackTradeID,4,IR Swaption,USD,Receiver,20600000,2023-09-01,1.79,2026-08-22,2053-12-17,CPTY8880,3,30,Level 3,No
HACKTRD0654,HackTradeID,1,IR Swaption,USD,Payer,47600000,2024-03-19,2.62,2028-08-30,2040-12-13,CPTY7603,1,20,Level 3,No
HACKTRD0401,HackTradeID,3,IR Swaption,USD,Receiver,12600000,2024-03-23,1.0,2025-06-07,2039-04-01,CPTY6929,5,30,Level 2,No
HACKTRD0968,HackTradeID,1,IR Swaption,USD,Receiver,20400000,2024-08-24,4.36,2026-08-20,2039-06-05,CPTY5615,2,10,Level 3,Yes
HACKTRD0067,HackTradeID,3,IR Swaption,USD,Receiver,84600000,2024-02-18,1.75,2028-06-21,2040-08-23,CPTY3105,2,15,Level 3,No
HACKTRD0858,HackTradeID,3,IR Swaption,USD,Receiver,34600000,2024-08-09,1.28,2029-04-07,2048-11-28,CPTY7996,5,30,Level 3,Yes
HACKTRD0854,HackTradeID,4,IR Swaption,USD,Payer,94600000,2024-08-21,3.84,2026-09-25,2054-09-05,CPTY9042,3,5,Level 3,No
HACKTRD0701,HackTradeID,3,IR Swaption,USD,Receiver,60400000,2023-09-04,1.96,2026-04-18,2030-07-14,CPTY7524,5,20,Level 3,No
HACKTRD0521,HackTradeID,1,IR Swaption,EUR,Receiver,70600000,2023-10-05,3.07,2027-10-03,2028-12-08,CPTY7976,3,20,Level 2,No
HACKTRD0157,HackTradeID,4,IR Swaption,USD,Payer,83400000,2024-09-19,3.2,2029-10-25,2044-07-15,CPTY3752,5,15,Level 3,No
HACKTRD0119,HackTradeID,1,IR Swaption,USD,Receiver,30300000,2024-10-15,0.65,2028-01-13,2034-12-06,CPTY1918,5,5,Level 2,No
HACKTRD0449,HackTradeID,3,IR Swaption,USD,Payer,14300000,2024-10-03,1.34,2028-05-02,2030-11-27,CPTY5330,2,5,Level 3,No
HACKTRD0060,HackTradeID,1,IR Swaption,USD,Payer,10000000,2025-01-06,0.6,2028-10-28,2030-07-03,CPTY7949,3,10,Level 2,No
HACKTRD0030,HackTradeID,4,IR Swaption,USD,Receiver,61300000,2023-07-04,0.69,2024-12-28,2028-07-14,CPTY8392,2,30,Level 2,No
HACKTRD0539,HackTradeID,1,IR Swaption,USD,Payer,87100000,2024-10-09,1.79,2025-09-11,2041-03-12,CPTY8470,2,20,Level 2,No
HACKTRD0145,HackTradeID,2,IR Swaption,USD,Payer,16400000,2024-06-22,1.41,2029-01-31,2030-11-19,CPTY1956,5,30,Level 3,No
HACKTRD0112,HackTradeID,1,IR Swaption,USD,Payer,37500000,2023-06-09,2.09,2028-07-02,2037-12-26,CPTY1419,2,30,Level 2,No
HACKTRD0294,HackTradeID,3,IR Swaption,USD,Receiver,70100000,2024-12-16,0.89,2029-09-02,2050-02-13,CPTY7764,5,30,Level 3,No
HACKTRD0875,HackTradeID,1,IR Swaption,JPY,Payer,91300000,2025-01-15,1.6,2026-05-29,2044-03-01,CPTY7784,5,30,Level 2,No
HACKTRD0781,HackTradeID,3,IR Swaption,USD,Payer,52100000,2025-03-09,1.08,2029-12-31,2048-10-13,CPTY2466,2,20,Level 3,No
HACKTRD0735,HackTradeID,4,IR Swaption,USD,Payer,9500000,2024-02-22,3.4,2029-03-19,2052-12-25,CPTY1731,2,5,Level 3,No
HACKTRD0324,HackTradeID,4,IR Swaption,JPY,Payer,50900000,2023-10-04,1.33,2025-07-16,2028-10-10,CPTY2169,3,15,Level 2,No
HACKTRD0304,HackTradeID,3,IR Swaption,USD,Payer,70300000,2023-09-28,4.57,2025-09-22,2047-10-02,CPTY1956,1,5,Level 3,Yes
HACKTRD0219,HackTradeID,3,IR Swaption,USD,Payer,38300000,2023-10-27,1.67,2029-03-06,2029-02-10,CPTY4124,2,10,Level 3,No
HACKTRD0544,HackTradeID,2,IR Swaption,USD,Receiver,66600000,2025-05-04,2.78,2029-07-27,2046-02-11,CPTY1587,5,5,Level 3,No
HACKTRD0335,HackTradeID,1,IR Swaption,USD,Payer,53900000,2024-09-14,4.02,2028-07-24,2050-06-13,CPTY9381,5,30,Level 3,No
HACKTRD0207,HackTradeID,4,IR Swaption,USD,Payer,26400000,2023-06-21,2.4,2024-10-13,2028-10-31,CPTY5227,5,10,Level 3,No
HACKTRD0767,HackTradeID,2,IR Swaption,USD,Receiver,91500000,2023-09-02,3.96,2028-08-08,2054-04-17,CPTY5675,3,5,Level 3,Yes
HACKTRD0768,HackTradeID,2,IR Swaption,USD,Payer,6100000,2023-10-23,1.2,2027-05-17,2051-05-01,CPTY4716,1,5,Level 3,No
HACKTRD0471,HackTradeID,3,IR Swaption,USD,Payer,82200000,2023-12-09,3.86,2025-11-14,2047-02-14,CPTY9923,2,30,Level 3,Yes
HACKTRD0747,HackTradeID,4,IR Swaption,JPY,Payer,61800000,2023-10-19,4.23,2025-12-14,2030-08-20,CPTY6305,3,20,Level 3,Yes
